Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,No,Travel_Frequently,919,Sales,2,1,Medical,1,868,2,Female,53,4,4,Sales Executive,4,Single,10053,26345,5,Y,No,13,4,4,80,1,21,5,4,15,9,3,7
33,Yes,Travel_Frequently,1208,Research & Development,7,4,Life Sciences,1,869,3,Female,39,2,1,Research Scientist,3,Single,1102,16954,1,Y,No,19,3,3,80,1,21,3,2,11,3,0,6
38,No,Travel_Rarely,1370,Human Resources,6,4,Marketing,1,870,2,Female,97,2,1,Human Resources,4,Single,2575,9992,6,Y,No,13,3,4,80,3,17,4,3,0,0,0,0
36,No,Travel_Rarely,676,Research & Development,5,2,Other,1,871,1,Male,86,3,3,Healthcare Representative,4,Divorced,5199,14371,3,Y,No,20,3,2,80,1,17,3,3,0,0,0,0
33,No,Travel_Rarely,111,Sales,3,3,Other,1,872,2,Female,73,3,4,Sales Executive,4,Married,6494,26911,2,Y,No,11,3,3,80,1,8,2,2,8,0,1,4
28,No,Travel_Frequently,190,Research & Development,1,4,Life Sciences,1,873,2,Male,77,1,2,Research Scientist,4,Married,4737,17793,0,Y,No,13,3,1,80,1,5,3,2,0,0,0,0
42,No,Travel_Rarely,1010,Research & Development,12,4,Life Sciences,1,874,4,Male,56,3,2,Laboratory Technician,4,Divorced,4611,24267,2,Y,No,17,3,4,80,1,8,4,4,1,1,1,1
25,No,Travel_Frequently,427,Sales,19,3,Other,1,875,1,Male,59,2,3,Sales Representative,4,Married,6272,5843,4,Y,Yes,17,3,4,80,0,0,3,3,0,0,0,0
43,No,Travel_Rarely,387,Sales,25,5,Medical,1,876,2,Male,75,3,2,Sales Representative,3,Divorced,4415,6840,0,Y,No,13,3,1,80,0,20,3,3,5,0,0,1
27,No,Travel_Rarely,316,Research & Development,1,3,Life Sciences,1,877,3,Female,41,3,1,Research Director,2,Single,4978,14675,2,Y,No,18,3,4,80,0,9,3,1,5,5,1,5
30,No,Travel_Rarely,1097,Research & Development,12,3,Marketing,1,878,3,Male,89,4,3,Laboratory Technician,3,Single,6293,25673,9,Y,No,17,3,3,80,1,20,4,1,5,5,5,5
23,Yes,Travel_Frequently,1197,Sales,11,3,Life Sciences,1,879,1,Male,48,2,3,Sales Executive,1,Married,6908,19911,4,Y,No,12,3,1,80,0,2,2,3,2,2,2,1
32,No,Travel_Rarely,1333,Sales,26,3,Life Sciences,1,880,1,Male,97,3,3,Sales Executive,3,Married,5980,8596,3,Y,No,16,3,3,80,0,18,4,2,5,3,5,4
45,No,Travel_Rarely,1264,Sales,2,1,Human Resources,1,881,4,Male,83,3,3,Sales Representative,3,Divorced,6736,15054,3,Y,Yes,17,3,2,80,0,7,4,3,4,1,1,1
41,No,Non-Travel,1083,Research & Development,12,4,Life Sciences,1,882,3,Female,63,4,3,Manager,3,Married,6309,11725,0,Y,Yes,12,3,3,80,1,2,2,3,0,0,0,0
45,No,Travel_Rarely,503,Sales,1,4,Life Sciences,1,883,3,Male,36,3,1,Sales Representative,4,Single,2171,6371,8,Y,No,20,3,3,80,1,22,3,2,13,2,0,8
41,No,Travel_Rarely,713,Sales,8,4,Life Sciences,1,884,3,Female,71,2,2,Sales Representative,4,Married,5955,6981,7,Y,No,12,3,4,80,1,18,2,2,2,0,2,2
27,Yes,Travel_Rarely,624,Research & Development,3,3,Medical,1,885,2,Female,97,1,1,Research Director,1,Married,3441,10197,4,Y,No,15,3,4,80,0,12,1,3,0,0,0,0
34,No,Travel_Rarely,441,Sales,13,3,Life Sciences,1,886,2,Female,82,3,1,Sales Executive,2,Single,2609,15048,0,Y,No,11,3,3,80,2,11,3,2,8,7,0,4
29,Yes,Travel_Rarely,1301,Research & Development,17,3,Medical,1,887,3,Female,37,2,3,Manager,3,Married,4656,8027,1,Y,Yes,15,3,1,80,1,14,4,3,2,2,0,2
48,No,Travel_Frequently,930,Sales,4,1,Medical,1,888,4,Male,51,4,4,Sales Executive,2,Divorced,8211,15107,1,Y,No,11,3,4,80,1,12,0,3,3,2,1,3
26,No,Travel_Rarely,1007,Sales,6,3,Technical Degree,1,889,2,Female,55,2,5,Sales Executive,4,Divorced,12662,25985,3,Y,Yes,13,3,4,80,3,5,4,2,5,0,0,3
45,No,Travel_Frequently,458,Sales,1,2,Life Sciences,1,890,4,Female,92,3,3,Sales Executive,3,Married,6315,6542,1,Y,No,11,3,1,80,3,8,3,3,5,5,0,4
45,No,Travel_Rarely,479,Research & Development,4,1,Technical Degree,1,891,1,Female,75,1,1,Research Scientist,3,Married,3382,10762,4,Y,No,17,3,4,80,1,24,4,2,20,8,1,6
53,Yes,Travel_Rarely,1441,Research & Development,4,4,Life Sciences,1,892,2,Female,73,3,1,Laboratory Technician,4,Single,3653,23806,3,Y,No,16,3,2,80,3,29,4,2,6,2,0,5
33,No,Non-Travel,176,Research & Development,1,1,Medical,1,893,1,Female,91,3,4,Laboratory Technician,4,Married,8675,7288,0,Y,No,18,3,3,80,1,21,4,2,10,3,1,1
43,No,Travel_Rarely,1224,Research & Development,20,5,Medical,1,894,1,Female,65,3,3,Manufacturing Director,1,Married,5826,16716,5,Y,No,13,3,3,80,0,14,3,3,0,0,0,0
57,No,Travel_Frequently,366,Research & Development,1,3,Life Sciences,1,895,4,Female,70,3,3,Manufacturing Director,4,Married,4551,7444,1,Y,No,18,3,3,80,0,8,4,4,1,1,0,1
31,No,Travel_Rarely,1012,Sales,9,5,Marketing,1,896,3,Male,56,3,4,Sales Executive,3,Single,9047,7790,6,Y,No,15,3,4,80,1,5,2,3,0,0,0,0
23,No,Travel_Rarely,1115,Sales,19,1,Life Sciences,1,897,1,Male,99,2,3,Sales Executive,2,Divorced,5848,5751,2,Y,No,15,3,3,80,1,5,2,3,1,1,0,1
20,No,Travel_Rarely,1208,Research & Development,21,3,Life Sciences,1,898,4,Male,70,3,4,Manufacturing Director,1,Divorced,8640,11574,1,Y,No,22,3,1,80,1,7,2,2,7,4,1,1
43,Yes,Travel_Rarely,329,Sales,14,3,Life Sciences,1,899,4,Male,34,3,1,Sales Executive,3,Married,1500,2362,0,Y,No,13,3,4,80,2,26,3,3,13,0,1,2
20,No,Non-Travel,232,Sales,1,4,Medical,1,900,4,Female,86,2,3,Sales Representative,2,Single,6287,21413,9,Y,No,19,3,4,80,1,23,2,3,9,0,6,6
33,No,Travel_Rarely,1135,Sales,15,3,Life Sciences,1,901,4,Female,58,3,4,Sales Representative,2,Single,8526,14682,3,Y,No,16,3,4,80,0,16,2,4,5,1,1,5
40,No,Travel_Rarely,646,Sales,2,2,Life Sciences,1,902,2,Female,41,4,2,Sales Representative,4,Single,4714,2183,2,Y,No,12,3,3,80,0,4,4,2,3,3,0,3
38,No,Travel_Rarely,345,Sales,23,4,Life Sciences,1,903,4,Female,54,3,3,Sales Representative,4,Married,5608,4019,0,Y,Yes,11,3,1,80,3,17,3,1,13,2,1,5
40,No,Travel_Rarely,1351,Research & Development,11,3,Medical,1,904,4,Male,63,3,2,Laboratory Technician,2,Single,5457,15705,4,Y,Yes,11,4,4,80,2,9,4,3,9,2,1,5
39,No,Travel_Rarely,329,Research & Development,13,1,Medical,1,905,4,Female,53,3,5,Research Director,1,Divorced,10022,5341,1,Y,Yes,18,3,1,80,1,0,2,3,0,0,0,0
48,No,Travel_Rarely,346,Research & Development,1,3,Life Sciences,1,906,4,Male,92,3,1,Laboratory Technician,4,Divorced,1160,19626,9,Y,Yes,21,3,1,80,2,13,2,3,12,3,0,4
28,No,Non-Travel,545,Research & Development,7,3,Life Sciences,1,907,2,Male,92,3,3,Laboratory Technician,1,Married,6412,18335,8,Y,Yes,15,3,3,80,2,5,2,3,5,5,1,0
30,No,Travel_Rarely,716,Research & Development,15,2,Medical,1,908,4,Male,39,2,1,Healthcare Representative,4,Married,2527,11888,5,Y,No,15,3,2,80,3,5,0,4,5,3,0,5
30,Yes,Travel_Rarely,988,Sales,17,3,Technical Degree,1,909,2,Female,34,3,3,Sales Executive,3,Married,6628,7391,9,Y,Yes,17,3,1,80,1,9,2,3,0,0,0,0
44,No,Travel_Rarely,926,Research & Development,1,1,Marketing,1,910,2,Male,82,3,1,Healthcare Representative,2,Divorced,3589,10290,1,Y,No,15,3,3,80,1,7,2,4,4,4,1,3
45,Yes,Travel_Frequently,1037,Research & Development,25,3,Technical Degree,1,911,1,Female,57,3,1,Healthcare Representative,2,Divorced,2310,8026,1,Y,Yes,18,3,1,80,0,10,1,4,9,9,0,5
41,No,Travel_Rarely,483,Sales,1,4,Life Sciences,1,912,4,Male,94,2,2,Sales Representative,1,Single,4404,5155,1,Y,No,16,3,2,80,3,10,3,3,10,2,4,0
47,No,Travel_Rarely,1317,Research & Development,8,3,Other,1,913,2,Male,74,3,4,Manager,2,Single,7617,18908,0,Y,No,15,3,1,80,3,0,2,3,0,0,0,0
26,No,Travel_Rarely,740,Research & Development,10,3,Life Sciences,1,914,3,Male,95,3,1,Laboratory Technician,1,Married,3156,10675,9,Y,No,12,3,2,80,1,21,0,2,0,0,0,0
52,No,Travel_Rarely,623,Research & Development,1,1,Other,1,915,3,Male,78,3,1,Laboratory Technician,3,Married,2647,10109,0,Y,No,11,4,4,80,1,4,3,3,4,4,0,4
50,No,Travel_Rarely,943,Research & Development,1,2,Life Sciences,1,916,4,Female,69,3,3,Manufacturing Director,1,Single,6163,13836,6,Y,No,11,4,4,80,1,4,3,3,4,4,2,4
43,No,Travel_Rarely,259,Sales,13,2,Medical,1,917,2,Male,95,3,2,Sales Executive,3,Married,2976,5636,5,Y,No,19,4,3,80,1,8,4,3,0,0,0,0
53,No,Travel_Rarely,1381,Human Resources,4,3,Life Sciences,1,918,4,Female,37,3,4,Human Resources,3,Divorced,9655,3467,2,Y,Yes,14,3,3,80,0,10,3,2,0,0,0,0
22,Yes,Travel_Rarely,648,Research & Development,1,3,Life Sciences,1,919,4,Female,56,3,1,Research Director,2,Single,1517,6933,0,Y,No,13,4,1,80,1,21,5,2,7,1,0,4
32,Yes,Travel_Frequently,607,Sales,12,4,Technical Degree,1,920,3,Female,46,3,3,Sales Representative,1,Divorced,6026,22657,0,Y,No,11,3,1,80,0,12,5,3,6,3,0,3
30,No,Travel_Rarely,922,Research & Development,17,1,Marketing,1,921,3,Male,97,3,1,Laboratory Technician,1,Single,2786,13584,1,Y,No,12,4,2,80,3,14,3,2,10,6,5,1
43,Yes,Non-Travel,268,Research & Development,7,3,Other,1,922,4,Female,73,2,1,Research Scientist,1,Divorced,1542,18930,2,Y,No,12,3,3,80,1,12,3,3,0,0,0,0
27,No,Travel_Rarely,123,Research & Development,1,3,Medical,1,923,4,Male,60,3,3,Laboratory Technician,4,Married,5305,26992,2,Y,No,12,3,4,80,3,12,0,3,5,2,0,2
43,No,Travel_Frequently,168,Research & Development,1,3,Medical,1,924,4,Male,34,4,3,Research Scientist,2,Single,4800,22492,3,Y,No,16,3,3,80,1,13,3,3,13,2,2,2
49,No,Travel_Rarely,811,Research & Development,10,4,Life Sciences,1,925,2,Male,89,3,3,Healthcare Representative,4,Married,7076,8143,5,Y,No,15,3,3,80,0,0,3,2,0,0,0,0
43,No,Travel_Rarely,713,Sales,7,2,Other,1,926,4,Female,48,4,2,Sales Executive,3,Divorced,4063,17977,2,Y,No,11,3,1,80,0,9,5,3,9,5,2,6
39,No,Travel_Frequently,949,Sales,9,1,Medical,1,927,3,Male,71,1,2,Sales Executive,3,Divorced,6841,24136,1,Y,Yes,11,4,4,80,3,19,3,3,0,0,0,0
28,Yes,Travel_Rarely,688,Research & Development,15,3,Marketing,1,928,3,Male,52,3,2,Research Scientist,3,Married,3704,12274,6,Y,No,11,3,3,80,1,38,6,4,12,8,0,3
29,No,Travel_Rarely,989,Research & Development,5,3,Life Sciences,1,929,4,Male,46,2,5,Research Director,4,Married,9762,21028,1,Y,No,21,3,4,80,0,2,4,3,2,2,0,2
48,No,Travel_Frequently,118,Sales,1,1,Medical,1,930,2,Male,87,3,2,Sales Representative,2,Married,4047,10791,1,Y,Yes,20,4,3,80,0,13,5,2,0,0,0,0
44,No,Travel_Frequently,760,Sales,25,2,Other,1,931,4,Male,78,4,2,Sales Executive,1,Married,4694,9122,5,Y,Yes,12,3,4,80,1,7,2,2,4,0,0,4
36,No,Travel_Rarely,863,Research & Development,7,3,Life Sciences,1,932,3,Female,32,3,2,Research Scientist,3,Divorced,4123,2589,8,Y,No,11,4,4,80,0,25,2,1,10,0,0,2
33,Yes,Travel_Rarely,356,Human Resources,8,3,Life Sciences,1,933,4,Male,74,1,2,Human Resources,2,Single,4989,7130,7,Y,No,15,3,4,80,0,1,4,3,1,1,1,1
18,No,Travel_Rarely,1313,Research & Development,24,2,Life Sciences,1,934,2,Female,64,3,1,Laboratory Technician,3,Single,1717,25615,1,Y,Yes,15,3,3,80,1,15,4,2,13,2,0,0
27,No,Non-Travel,429,Sales,24,3,Technical Degree,1,935,3,Female,31,4,4,Sales Representative,3,Married,7394,2479,3,Y,No,16,3,3,80,1,1,2,3,1,1,1,1
54,Yes,Travel_Rarely,447,Sales,7,3,Life Sciences,1,936,4,Female,76,2,2,Sales Representative,3,Single,3061,13820,0,Y,Yes,17,3,2,80,1,8,3,3,0,0,0,0
25,No,Travel_Frequently,341,Sales,3,3,Life Sciences,1,937,1,Male,32,3,4,Sales Executive,3,Divorced,6721,5708,8,Y,No,16,4,4,80,3,10,3,2,0,0,0,0
38,No,Travel_Rarely,408,Research & Development,29,5,Life Sciences,1,938,1,Female,58,3,1,Research Scientist,3,Married,2085,6865,1,Y,No,11,4,3,80,1,18,1,2,0,0,0,0
46,No,Travel_Rarely,277,Sales,10,1,Medical,1,939,4,Male,49,3,3,Sales Representative,4,Married,6259,9374,1,Y,No,16,3,1,80,2,3,3,3,1,0,0,1
25,No,Travel_Rarely,414,Research & Development,4,5,Life Sciences,1,940,2,Male,63,3,4,Manufacturing Director,4,Divorced,7994,20374,7,Y,No,17,3,3,80,0,15,5,4,13,7,1,1
38,No,Travel_Rarely,1007,Sales,7,3,Life Sciences,1,941,4,Female,69,3,1,Sales Representative,3,Married,3494,25486,8,Y,No,12,3,1,80,0,11,3,2,10,1,0,6
45,No,Travel_Rarely,645,Research & Development,4,4,Other,1,942,2,Female,94,3,5,Research Scientist,4,Married,11482,5611,4,Y,No,16,3,3,80,0,12,4,2,3,0,2,3
37,No,Travel_Rarely,436,Research & Development,19,3,Other,1,943,3,Female,92,3,2,Manufacturing Director,4,Single,4232,2904,1,Y,Yes,13,3,3,80,0,17,0,4,6,6,0,4
60,No,Travel_Rarely,937,Research & Development,5,3,Life Sciences,1,944,4,Female,85,2,5,Research Scientist,3,Married,9064,19360,2,Y,No,21,3,2,80,3,2,3,1,2,2,2,2
21,No,Travel_Rarely,1001,Sales,15,4,Marketing,1,945,3,Male,61,4,3,Sales Executive,3,Single,6046,16942,6,Y,No,11,3,1,80,3,16,5,4,16,0,2,4
46,No,Travel_Rarely,802,Sales,16,4,Medical,1,946,3,Female,95,3,2,Sales Representative,4,Married,4020,5888,3,Y,No,19,3,4,80,1,7,3,1,7,6,1,4
35,Yes,Travel_Rarely,1458,Sales,15,2,Life Sciences,1,947,3,Male,70,4,1,Sales Executive,3,Married,1974,7401,1,Y,No,11,3,4,80,1,18,2,3,0,0,0,0
43,No,Travel_Frequently,1265,Research & Development,11,2,Life Sciences,1,948,4,Male,58,3,2,Research Scientist,1,Single,3941,10215,1,Y,Yes,21,3,4,80,1,13,3,3,8,2,0,8
40,Yes,Travel_Rarely,1410,Research & Development,17,3,Medical,1,949,2,Female,80,1,1,Research Scientist,4,Married,1977,11502,6,Y,Yes,11,3,3,80,1,9,5,4,9,4,3,6
30,Yes,Travel_Rarely,1468,Research & Development,4,4,Medical,1,950,3,Female,41,2,1,Laboratory Technician,1,Single,2190,7323,3,Y,Yes,15,3,4,80,0,6,2,3,6,5,0,4
39,No,Non-Travel,370,Research & Development,1,3,Life Sciences,1,951,1,Male,73,3,1,Research Scientist,4,Divorced,1991,5049,4,Y,No,11,3,3,80,1,16,2,3,11,5,0,2
20,No,Travel_Rarely,907,Research & Development,16,3,Technical Degree,1,952,3,Male,39,4,2,Research Scientist,4,Single,4666,18439,2,Y,No,11,3,2,80,1,19,2,2,9,3,1,3
42,No,Non-Travel,287,Sales,6,4,Medical,1,953,2,Male,38,4,4,Sales Representative,4,Divorced,8788,5047,3,Y,No,18,3,1,80,0,7,3,2,0,0,0,0
39,No,Travel_Rarely,211,Research & Development,1,4,Medical,1,954,2,Male,58,3,1,Manufacturing Director,1,Married,1771,22048,9,Y,No,18,4,2,80,0,3,3,3,1,1,0,1
42,No,Travel_Rarely,868,Research & Development,1,3,Life Sciences,1,955,3,Female,58,2,1,Laboratory Technician,3,Married,3516,7836,1,Y,No,15,3,1,80,0,15,5,3,5,3,2,0
46,No,Travel_Rarely,136,Research & Development,1,3,Medical,1,956,1,Female,90,3,3,Manager,3,Single,5715,7278,4,Y,No,17,3,4,80,1,0,2,4,0,0,0,0
40,No,Travel_Rarely,1347,Research & Development,12,5,Life Sciences,1,957,1,Female,93,3,1,Research Scientist,2,Divorced,1205,19566,1,Y,Yes,18,3,1,80,0,1,3,3,1,1,0,1
38,No,Travel_Rarely,899,Sales,11,3,Medical,1,958,4,Female,32,3,1,Sales Representative,1,Single,2804,2410,1,Y,No,12,3,3,80,1,3,4,3,3,1,1,0
29,No,Travel_Rarely,1224,Sales,2,4,Technical Degree,1,959,3,Male,33,3,1,Sales Executive,3,Married,1846,14104,5,Y,Yes,11,3,3,80,1,8,2,3,8,2,3,3
30,No,Travel_Frequently,732,Research & Development,16,3,Marketing,1,960,4,Male,84,3,5,Healthcare Representative,3,Divorced,10757,8332,6,Y,Yes,14,3,2,80,0,1,3,4,1,1,1,0
47,No,Travel_Rarely,111,Sales,2,3,Life Sciences,1,961,4,Male,43,1,4,Sales Representative,1,Divorced,6577,14840,4,Y,No,12,3,3,80,1,0,3,4,0,0,0,0
49,No,Travel_Rarely,310,Research & Development,14,2,Marketing,1,962,1,Female,57,3,2,Healthcare Representative,3,Married,5613,16114,1,Y,No,16,3,1,80,1,3,2,3,0,0,0,0
34,No,Travel_Rarely,139,Sales,6,2,Other,1,963,3,Female,92,3,3,Sales Representative,4,Divorced,7037,26448,1,Y,No,16,3,4,80,1,15,2,4,10,2,1,3
37,No,Travel_Frequently,195,Research & Development,11,4,Medical,1,964,1,Female,68,3,2,Laboratory Technician,4,Married,3299,2488,7,Y,No,12,3,2,80,2,2,3,3,2,1,0,2
28,No,Travel_Rarely,1358,Sales,4,3,Life Sciences,1,965,4,Male,93,4,3,Sales Representative,4,Single,5316,7409,1,Y,No,17,3,3,80,0,8,2,2,8,0,1,6
47,No,Travel_Rarely,988,Research & Development,3,4,Medical,1,966,4,Male,89,3,3,Laboratory Technician,3,Married,7837,11859,6,Y,No,17,3,4,80,2,24,2,3,2,2,0,2
42,No,Travel_Frequently,1288,Research & Development,16,2,Life Sciences,1,967,3,Female,49,3,3,Laboratory Technician,4,Married,5910,19540,1,Y,No,17,3,4,80,1,10,6,2,0,0,0,0
54,No,Non-Travel,940,Sales,1,3,Human Resources,1,968,4,Male,57,3,2,Sales Executive,4,Married,3832,20901,8,Y,No,13,3,4,80,0,13,3,3,1,1,0,1
29,Yes,Travel_Rarely,753,Research & Development,29,3,Medical,1,969,2,Female,43,1,1,Manufacturing Director,2,Married,1009,23029,7,Y,No,17,3,3,80,1,4,4,2,4,0,0,4
33,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,970,3,Male,87,2,2,Research Scientist,1,Married,4219,6465,0,Y,Yes,16,3,3,80,0,26,2,2,5,1,1,3
39,No,Travel_Rarely,783,Research & Development,5,2,Life Sciences,1,971,4,Male,68,1,4,Manufacturing Director,3,Single,8317,24152,5,Y,No,17,3,3,80,0,7,5,3,3,2,0,3
42,No,Non-Travel,199,Human Resources,8,4,Life Sciences,1,972,1,Female,87,2,2,Human Resources,3,Divorced,5072,5675,1,Y,No,20,3,4,80,0,9,4,3,6,1,1,0
35,No,Travel_Rarely,680,Research & Development,1,4,Other,1,973,2,Male,44,2,4,Healthcare Representative,3,Single,7380,15643,1,Y,No,16,3,4,80,0,20,4,3,5,2,0,0
29,No,Travel_Frequently,1414,Sales,6,2,Life Sciences,1,974,3,Female,32,3,5,Sales Representative,3,Divorced,9283,8642,2,Y,No,12,3,1,80,1,9,2,4,9,5,2,0
44,No,Travel_Frequently,717,Sales,29,3,Medical,1,975,4,Female,34,2,1,Sales Executive,4,Divorced,2860,6352,3,Y,No,11,3,3,80,2,11,3,3,0,0,0,0
43,No,Travel_Rarely,242,Sales,2,3,Other,1,976,3,Male,71,4,3,Sales Executive,3,Divorced,7305,11928,1,Y,Yes,18,3,4,80,2,9,3,2,9,7,0,6
28,No,Travel_Rarely,304,Research & Development,11,4,Life Sciences,1,977,4,Female,44,4,3,Laboratory Technician,1,Divorced,5243,23373,3,Y,No,16,3,3,80,0,9,4,3,7,5,1,5
49,No,Travel_Rarely,518,Sales,5,4,Medical,1,978,1,Male,32,3,5,Sales Executive,4,Single,11365,9041,1,Y,No,20,3,2,80,1,13,4,3,13,0,2,7
47,No,Travel_Rarely,903,Research & Development,9,4,Medical,1,979,3,Male,64,3,5,Research Scientist,2,Married,10530,26262,0,Y,Yes,11,3,3,80,0,14,1,3,14,0,1,0
38,No,Travel_Rarely,1431,Research & Development,2,3,Medical,1,980,4,Female,36,3,3,Laboratory Technician,4,Single,7373,9330,3,Y,No,18,3,3,80,1,6,4,3,6,3,0,6
37,No,Non-Travel,1047,Research & Development,5,3,Life Sciences,1,981,2,Male,53,3,1,Laboratory Technician,1,Single,2443,7322,3,Y,No,14,4,4,80,2,5,5,3,5,4,2,4
41,Yes,Travel_Rarely,238,Research & Development,29,2,Life Sciences,1,982,3,Male,60,3,4,Manager,4,Married,6482,14561,4,Y,Yes,13,4,3,80,0,6,3,3,6,6,0,4
29,No,Travel_Rarely,876,Sales,1,2,Medical,1,983,1,Female,33,3,1,Sales Executive,1,Single,2378,3636,4,Y,No,12,3,2,80,3,1,2,3,1,1,0,1
37,No,Travel_Rarely,1006,Sales,9,4,Other,1,984,1,Male,32,4,4,Sales Executive,2,Divorced,9348,4993,7,Y,No,18,3,2,80,2,0,4,3,0,0,0,0
18,No,Travel_Rarely,719,Research & Development,7,1,Life Sciences,1,985,1,Female,38,3,4,Manufacturing Director,1,Divorced,7785,3572,2,Y,No,17,4,1,80,1,13,3,3,13,4,0,11
44,No,Travel_Rarely,1023,Research & Development,7,4,Life Sciences,1,986,4,Female,97,3,2,Research Scientist,4,Married,4189,11717,0,Y,No,11,3,3,80,1,17,4,3,8,3,1,7
22,No,Travel_Rarely,1255,Research & Development,8,4,Life Sciences,1,987,3,Male,89,3,3,Manufacturing Director,4,Married,6359,16066,4,Y,No,15,3,3,80,1,17,4,2,0,0,0,0
50,No,Travel_Frequently,726,Research & Development,6,4,Technical Degree,1,988,4,Male,40,4,2,Research Director,3,Married,2180,23488,4,Y,Yes,17,3,2,80,3,0,1,3,0,0,0,0
34,No,Travel_Frequently,935,Sales,1,4,Life Sciences,1,989,2,Male,65,3,2,Sales Executive,4,Divorced,5837,13350,3,Y,No,15,3,4,80,1,9,3,3,0,0,0,0
35,No,Travel_Frequently,1241,Research & Development,20,3,Human Resources,1,990,3,Male,31,3,2,Laboratory Technician,3,Married,3778,22529,4,Y,No,18,3,4,80,0,3,3,2,3,3,3,3
31,No,Travel_Frequently,239,Research & Development,15,4,Life Sciences,1,991,3,Female,79,3,3,Manager,3,Single,6904,22054,1,Y,No,13,3,2,80,1,12,5,3,3,3,1,3
34,No,Travel_Rarely,516,Research & Development,1,2,Other,1,992,4,Female,32,4,5,Healthcare Representative,4,Married,10430,26313,1,Y,No,11,3,2,80,0,8,2,3,4,4,0,0
49,Yes,Travel_Frequently,1286,Sales,4,1,Medical,1,993,4,Male,96,3,5,Sales Representative,2,Married,11506,26573,4,Y,No,15,3,4,80,3,15,2,3,9,0,0,4
18,No,Travel_Rarely,721,Research & Development,13,4,Medical,1,994,4,Female,91,3,1,Manufacturing Director,2,Divorced,2824,25131,1,Y,No,15,4,3,80,2,10,4,3,3,3,1,0
48,No,Travel_Rarely,349,Research & Development,29,1,Life Sciences,1,995,1,Female,43,3,4,Research Director,4,Single,8312,20770,2,Y,Yes,16,3,4,80,1,0,2,3,0,0,0,0
40,No,Travel_Rarely,1259,Sales,27,5,Technical Degree,1,996,3,Male,52,2,3,Sales Executive,4,Single,5785,23357,2,Y,No,18,3,3,80,1,4,3,2,4,2,1,3
26,No,Travel_Rarely,627,Research & Development,20,3,Life Sciences,1,997,3,Female,45,3,1,Laboratory Technician,4,Divorced,3138,25683,2,Y,Yes,11,3,4,80,2,11,2,3,6,6,2,6
27,Yes,Travel_Rarely,1396,Sales,1,4,Life Sciences,1,998,4,Female,47,3,1,Sales Executive,4,Divorced,1009,3232,3,Y,No,14,3,4,80,0,11,3,4,0,0,0,0
52,No,Travel_Rarely,326,Human Resources,22,2,Life Sciences,1,999,2,Male,42,3,2,Human Resources,1,Divorced,5016,21023,0,Y,Yes,11,3,3,80,1,1,3,3,1,0,0,1
28,No,Travel_Rarely,1246,Research & Development,18,3,Technical Degree,1,1000,2,Male,85,3,4,Manufacturing Director,4,Married,7620,11646,9,Y,No,11,3,4,80,1,0,2,2,0,0,0,0
26,Yes,Travel_Rarely,836,Sales,4,1,Marketing,1,1001,3,Female,74,3,3,Sales Executive,3,Married,7501,16888,4,Y,No,14,3,4,80,1,11,6,2,2,2,2,0
47,No,Travel_Rarely,822,Research & Development,4,4,Medical,1,1002,2,Male,69,3,3,Manager,4,Married,6629,5284,2,Y,No,17,4,3,80,1,1,2,3,1,1,0,0
40,No,Travel_Rarely,564,Research & Development,5,2,Medical,1,1003,1,Male,60,3,1,Manager,3,Single,3015,26725,1,Y,No,16,3,2,80,1,0,2,3,0,0,0,0
28,No,Non-Travel,1017,Research & Development,9,4,Life Sciences,1,1004,4,Female,61,2,3,Research Director,3,Married,6565,22997,0,Y,No,12,3,3,80,1,7,3,3,7,3,0,0
38,No,Travel_Rarely,341,Research & Development,2,2,Technical Degree,1,1005,3,Female,30,3,1,Manufacturing Director,3,Single,1098,13477,4,Y,No,14,4,4,80,0,7,3,3,7,0,3,0
27,No,Travel_Rarely,122,Research & Development,1,1,Technical Degree,1,1006,4,Male,64,3,2,Healthcare Representative,2,Married,3811,14431,1,Y,No,18,3,3,80,0,4,2,3,4,4,2,4
46,No,Travel_Rarely,549,Research & Development,1,3,Medical,1,1007,4,Male,65,3,3,Research Scientist,1,Divorced,7037,13722,1,Y,No,17,3,2,80,0,6,1,3,3,3,0,3
46,No,Non-Travel,1454,Research & Development,5,2,Medical,1,1008,2,Male,95,4,1,Healthcare Representative,4,Single,2633,12245,2,Y,No,13,4,1,80,0,11,5,3,8,2,4,4
41,No,Travel_Rarely,549,Sales,2,4,Other,1,1009,3,Male,58,2,4,Sales Executive,4,Divorced,9444,12415,3,Y,No,12,3,4,80,1,5,2,2,5,1,0,3
40,Yes,Travel_Rarely,356,Research & Development,13,2,Human Resources,1,1010,1,Male,72,3,1,Healthcare Representative,1,Single,2822,7071,4,Y,No,11,3,2,80,1,11,2,3,3,3,0,3
